
---------- Begin Simulation Statistics ----------
simSeconds                                   0.137004                       # Number of seconds simulated (Second)
simTicks                                 137003513000                       # Number of ticks simulated (Tick)
finalTick                                137003513000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1866.27                       # Real time elapsed on the host (Second)
hostTickRate                                 73410181                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     709512                       # Number of bytes of host memory used (Byte)
simInsts                                    219559898                       # Number of instructions simulated (Count)
simOps                                      219559913                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   117646                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     117646                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        137003514                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.623992                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.602586                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       219928626                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      153                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      368999075                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   3521                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               368865                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            292758                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  66                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           136985384                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.693711                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.343525                       # Number of insts issued each cycle (Count)
system.mem_ctrl.requestorWriteTotalLat::writebacks 3273705949500                       # Per-requestor write total memory access latency (Tick)
system.mem_ctrl.requestorReadAvgLat::cpu.inst     27901.63                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.data     45375.39                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorWriteAvgLat::writebacks  42008827.90                       # Per-requestor write average memory access latency ((Tick/Count))
system.mem_ctrl.dram.bytesRead::cpu.inst        25472                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.data     44979008                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::total        45004480                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::cpu.inst        25472                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::total        25472                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesWritten::writebacks      4987456                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.bytesWritten::total      4987456                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.numReads::cpu.inst           398                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.data        702797                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::total           703195                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::writebacks        77929                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::total           77929                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.bwRead::cpu.inst          185922                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.data       328305508                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::total          328491431                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::cpu.inst       185922                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::total         185922                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::writebacks     36403855                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::total          36403855                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::writebacks     36403855                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.inst         185922                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.data      328305508                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::total         364895286                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.readBursts                641728                       # Number of DRAM read bursts (Count)
system.mem_ctrl.dram.writeBursts                16854                       # Number of DRAM write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::0         40122                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::1         40256                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::2         40210                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::3         39968                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::4         39860                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::5         40192                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::6         40217                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::7         40084                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::8         40139                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::9         40199                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::10        40134                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::11        39998                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::12        40084                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::13        40183                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::14        40074                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::15        40008                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::0          1046                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::1          1043                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::2          1086                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::3          1073                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::4          1048                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::5          1044                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::6          1077                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::7          1081                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::8          1054                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::9          1047                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::10         1036                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::11         1048                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::12         1048                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::13         1046                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::14         1034                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::15         1043                       # Per bank write bursts (Count)
system.mem_ctrl.dram.totQLat              19868421750                       # Total ticks spent queuing (Tick)
system.mem_ctrl.dram.totBusLat             3208640000                       # Total ticks spent in databus transfers (Tick)
system.mem_ctrl.dram.totMemAccLat         31900821750                       # Total ticks spent from burst creation until serviced by the DRAM (Tick)
system.mem_ctrl.dram.avgQLat                 30960.81                       # Average queueing delay per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.avgBusLat                5000.00                       # Average bus latency per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.avgMemAccLat            49710.81                       # Average memory access latency per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.readRowHits                35928                       # Number of row buffer hits during reads (Count)
system.mem_ctrl.dram.writeRowHits               14805                       # Number of row buffer hits during writes (Count)
system.mem_ctrl.dram.readRowHitRate              5.60                       # Row buffer hit rate for reads (Ratio)
system.mem_ctrl.dram.writeRowHitRate            87.84                       # Row buffer hit rate for writes (Ratio)
system.mem_ctrl.dram.bytesPerActivate::samples       607840                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::mean    69.339405                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::gmean    66.777041                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::stdev    40.561693                       # Bytes accessed per row activation (Byte)
